pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.99,194.95,46339.95,3.94,282.02,647.88,26.19,88.7,3.73,0
6.77,92.02,8503.88,0.79,288.04,470.6,18.69,98.98,4.87,0
7.26,294.08,48308.7,3.46,291.4,526.43,18.08,59.78,2.45,0
6.34,129.75,10686.82,12.03,288.62,473.07,24.77,65.72,1.25,0
7.42,146.92,37207.52,12.77,266.12,857.95,24.02,13.59,4.59,0
8.23,146.87,27560.52,7.25,395.92,307.0,26.92,17.62,1.15,1
6.91,130.69,44281.7,6.24,319.69,105.15,17.48,38.33,4.81,1
7.32,80.32,27922.67,14.67,333.08,686.19,29.09,69.83,3.66,0
7.55,240.46,26960.68,3.01,361.74,282.22,29.89,91.35,4.77,0
6.68,292.71,10175.17,3.23,164.69,901.1,5.26,76.55,1.8,1
7.18,129.34,8728.35,4.38,125.14,873.14,25.79,53.13,1.16,1
7.01,225.87,45866.21,2.59,244.87,169.05,16.0,23.02,2.95,0
7.08,243.22,16727.99,5.69,254.22,195.75,12.85,95.89,2.8,1
6.38,266.65,18918.07,13.66,348.75,545.65,19.17,50.02,2.33,1
7.02,172.98,38111.27,9.23,233.14,648.3,3.57,90.97,4.83,1
7.4,146.64,17271.76,6.18,271.26,347.42,16.18,66.43,4.29,0
8.16,151.56,47627.09,14.02,258.12,745.12,26.38,91.25,3.65,1
7.77,236.78,37027.42,0.73,111.46,635.42,7.98,109.8,1.65,1
8.72,259.69,30072.75,3.15,284.56,392.34,13.94,111.31,3.94,1
6.39,119.96,44104.31,8.49,348.41,122.83,28.31,68.86,3.91,1
7.7,161.61,2955.49,9.23,147.25,775.14,14.0,66.27,2.7,0
7.15,278.43,13224.6,0.59,278.3,293.28,12.03,39.22,4.7,1
8.75,257.47,23519.3,6.05,278.08,851.03,14.34,112.94,1.67,1
6.35,296.67,11735.44,9.74,149.26,478.26,16.54,60.37,2.07,1
6.33,245.93,37323.31,10.47,137.04,619.37,19.7,24.04,1.25,0
6.52,166.5,46000.8,9.57,394.02,885.65,24.42,57.6,4.18,0
5.3,209.94,21476.62,4.81,218.12,877.26,14.66,23.98,3.49,0
6.58,225.42,17435.56,1.4,168.23,434.37,24.89,65.28,2.26,1
6.39,97.26,48096.76,6.41,151.4,288.0,16.94,71.74,1.66,1
7.12,199.79,22520.2,1.93,300.28,797.63,11.48,47.15,1.16,1
7.27,236.05,24707.9,14.21,282.83,489.77,20.42,17.88,1.67,0
8.5,116.81,17906.67,7.13,293.07,272.84,22.1,113.79,2.81,1
7.76,251.74,45522.65,4.76,126.4,913.98,17.63,95.07,1.99,1
6.54,208.43,28663.3,11.49,368.06,278.29,3.59,102.28,2.04,0
6.28,289.49,38227.64,7.47,216.78,123.23,6.76,50.36,4.5,1
7.39,89.33,40684.43,4.65,194.01,118.25,9.99,93.69,3.06,1
5.94,138.37,17421.53,12.18,238.71,660.08,9.91,63.39,3.92,0
8.47,212.34,21967.87,13.01,217.02,695.51,20.86,32.12,1.14,0
7.94,145.24,42499.35,10.1,359.07,379.94,2.51,23.69,2.46,0
6.62,237.17,18481.14,0.7,378.78,388.01,23.16,47.96,2.92,0
5.63,246.98,39799.79,8.49,191.04,405.54,9.43,25.13,1.75,0
8.08,102.55,47079.12,11.45,359.18,712.14,10.68,119.81,1.48,1
6.91,193.05,31348.91,2.05,334.46,152.32,16.78,15.41,4.48,0
7.99,191.96,37210.55,3.43,379.24,936.2,8.05,58.53,4.76,1
5.72,161.24,40352.32,13.24,173.73,300.27,26.77,59.73,1.32,1
6.52,285.24,42329.46,0.3,273.09,999.71,4.39,43.07,2.4,0
7.0,262.05,20055.14,11.29,182.36,254.37,14.44,72.85,4.83,0
7.04,233.39,3037.54,7.11,347.23,794.39,25.78,26.5,1.33,1
6.64,237.15,20392.88,6.7,101.6,301.07,19.24,96.23,3.57,1
7.5,181.58,33850.93,0.11,269.45,172.76,10.19,46.57,4.89,1
6.15,282.62,22792.34,12.29,201.76,887.44,13.78,75.05,4.91,0
6.89,232.81,37573.68,5.4,196.81,872.88,21.79,88.72,2.88,1
7.1,240.38,18170.63,8.11,293.47,463.21,29.25,107.79,1.65,0
7.41,269.57,31919.83,10.16,355.45,732.16,27.01,101.94,1.81,1
7.57,140.3,9727.78,10.54,282.76,601.36,11.59,76.91,4.56,1
6.1,257.56,37593.79,14.34,355.95,867.66,29.95,52.72,4.65,1
5.77,122.95,27511.95,7.97,179.38,383.55,2.1,65.35,3.43,0
8.02,155.98,10601.19,6.0,255.85,571.31,2.77,94.56,4.06,0
7.27,153.83,14949.6,14.31,235.16,536.84,25.07,106.53,3.96,1
6.4,295.28,37556.13,9.63,103.49,418.52,7.58,21.42,3.65,1
8.24,268.44,24388.76,4.47,267.04,902.31,3.7,52.33,4.31,1
7.09,234.26,11193.56,1.9,298.46,249.29,8.64,95.37,3.74,0
7.94,239.95,48379.92,12.64,277.57,234.56,13.93,57.48,3.14,0
7.05,203.66,35898.69,5.43,320.88,619.22,22.46,46.55,1.95,0
8.65,288.36,47878.17,9.91,271.4,691.74,19.48,55.25,3.98,0
8.4,189.18,21641.7,7.06,120.03,275.16,8.65,76.31,2.89,0
6.8,163.71,24017.47,2.98,134.93,451.65,16.09,119.98,2.18,1
7.78,115.87,44948.78,9.03,278.94,951.91,27.93,64.23,4.21,1
7.52,252.97,26489.94,0.91,182.49,321.96,24.82,32.93,3.79,1
8.09,241.58,35510.31,6.2,123.89,701.52,11.05,27.91,4.75,0
6.23,164.56,12982.56,8.2,228.88,766.13,29.5,14.66,1.66,1
7.55,85.54,22612.96,6.54,266.3,503.32,21.84,71.47,3.6,0
7.85,264.58,6610.77,11.23,198.62,943.77,3.75,69.9,1.98,0
5.59,82.51,10696.01,12.42,316.13,762.99,2.98,32.58,4.61,1
6.05,234.81,546.7,11.57,293.13,512.13,6.72,86.49,1.4,1
5.37,293.46,2443.62,0.58,199.85,612.4,22.38,91.52,3.62,0
6.78,176.29,48875.55,2.91,326.46,723.35,7.14,38.5,4.16,0
7.57,131.69,12496.51,8.05,294.61,632.97,16.32,47.85,2.42,1
8.2,235.07,33333.88,14.02,291.23,890.83,4.61,118.95,4.82,0
7.06,259.77,42035.44,12.52,266.03,421.2,27.78,51.17,4.4,0
8.3,200.21,27757.69,12.64,103.42,369.9,11.63,93.69,2.18,0
5.9,292.75,8080.65,4.55,308.95,292.46,27.43,59.8,1.03,1
5.64,91.37,36541.76,6.44,212.81,134.0,28.46,97.27,2.19,0
6.96,191.06,30212.44,7.06,382.78,138.71,2.17,94.59,2.13,0
7.31,238.06,36696.9,2.36,345.4,883.05,15.0,83.45,4.56,0
6.97,269.78,38602.46,0.47,276.31,710.55,2.69,104.03,4.87,0
5.35,119.44,48782.81,14.2,175.65,694.48,27.44,113.31,1.28,0
6.93,256.0,28891.38,3.61,161.12,653.18,16.52,73.8,2.89,0
5.96,201.6,17411.24,3.6,202.12,864.3,4.1,36.12,3.19,0
7.54,167.24,32599.0,1.25,242.97,532.24,5.09,53.85,1.37,1
7.29,108.98,3887.82,13.93,188.82,883.37,12.74,93.41,2.51,1
6.25,270.37,44921.17,8.7,254.48,423.5,28.33,81.6,2.27,1
6.59,114.6,6409.36,10.01,149.61,934.04,21.4,29.56,3.14,0
6.15,148.15,16728.22,13.67,393.31,728.79,26.29,15.64,3.64,1
6.95,143.81,40879.4,5.18,132.38,331.46,12.26,85.13,3.81,1
7.76,271.71,30066.96,9.32,379.58,607.68,3.21,37.62,1.55,0
6.21,227.99,19984.96,0.58,374.07,579.73,29.28,64.96,4.25,1
7.4,255.27,23935.07,2.8,257.61,224.11,2.48,92.14,3.71,0
6.58,135.1,42800.1,12.47,317.47,632.12,28.53,71.89,4.56,0
6.37,217.47,17330.22,11.5,230.81,383.31,12.32,19.16,2.8,0
6.91,205.78,43547.66,5.26,289.01,147.11,2.28,30.41,4.58,1
6.17,263.22,4862.65,5.65,202.17,953.79,21.3,34.13,4.46,0
6.56,279.34,38951.52,8.0,190.35,677.34,29.46,38.37,2.75,1
6.04,82.67,42453.61,0.0,273.47,889.23,29.04,72.19,2.52,0
8.57,228.28,9499.97,3.62,249.44,708.45,6.51,65.44,4.73,0
7.03,91.4,21802.15,3.12,273.86,421.29,7.07,32.35,3.86,1
6.44,200.75,8692.24,3.76,186.0,561.42,17.84,17.43,4.71,0
7.17,143.28,35476.9,12.09,210.09,708.17,19.84,28.86,4.19,1
6.91,147.49,26999.71,4.2,125.17,964.23,22.7,118.28,3.44,0
6.82,157.65,31948.51,2.87,115.68,328.3,7.07,61.54,1.46,0
7.49,216.68,10226.1,7.56,176.04,887.48,28.85,105.41,2.17,0
7.61,153.49,10981.42,12.98,122.27,931.67,19.88,103.36,4.88,0
6.58,241.19,2554.12,3.62,131.13,703.37,25.72,66.27,2.28,0
6.54,169.0,16442.34,1.18,343.88,938.14,17.12,87.74,1.37,0
6.78,95.04,28207.36,5.35,111.66,458.09,13.6,31.2,3.83,0
5.16,252.43,42967.78,11.21,297.68,957.71,29.36,85.72,3.94,0
5.79,142.87,33512.91,8.26,181.77,732.5,18.3,39.96,2.14,1
8.09,175.21,22052.12,12.25,361.46,137.81,26.27,101.53,2.19,1
8.32,230.8,47679.45,14.39,245.5,916.19,28.69,19.21,2.88,1
6.8,153.14,36102.64,11.89,191.67,536.03,20.91,95.05,1.09,0
7.46,92.45,46543.18,9.06,255.29,514.29,17.37,20.99,4.16,1
7.25,162.26,26615.6,7.4,214.59,609.82,2.1,106.93,2.27,1
9.46,287.78,13315.76,0.6,269.29,234.45,3.12,43.46,4.42,0
7.9,221.18,3114.92,14.76,134.36,522.25,7.62,81.98,4.21,1
6.9,227.73,36441.2,5.75,399.1,848.01,7.21,63.63,3.65,0
6.24,219.1,6504.5,2.28,227.67,113.93,9.13,50.29,2.3,1
5.71,123.78,15487.37,10.0,204.47,345.63,10.54,81.0,3.07,1
7.16,172.03,26857.31,4.26,313.06,102.21,12.08,114.23,2.78,1
6.39,245.21,28438.62,8.79,209.17,474.14,13.78,14.54,2.36,1
5.86,102.3,30228.87,8.8,349.98,755.48,4.77,111.07,4.39,1
6.48,141.13,8729.64,6.69,236.28,818.89,3.19,77.0,2.93,0
6.13,140.79,19297.0,12.54,315.87,950.67,20.87,98.8,4.33,1
8.35,175.04,31051.11,3.97,132.24,647.65,17.05,52.23,1.42,0
7.71,295.68,48506.03,6.73,353.84,329.16,14.44,61.9,1.56,1
6.99,94.85,36517.74,8.07,320.72,931.73,19.76,105.57,4.91,0
8.18,194.11,46168.89,9.95,163.52,797.78,25.18,55.63,3.35,1
7.06,119.46,38229.5,11.76,143.59,616.99,13.98,68.81,3.04,1
6.31,293.55,29789.99,5.92,194.89,726.08,19.95,12.22,3.09,1
8.22,104.93,10005.16,9.69,392.82,931.88,28.7,27.45,1.86,1
7.43,168.79,33500.94,2.26,177.05,741.15,25.51,80.59,3.87,1
6.17,242.33,31357.29,13.99,236.84,431.54,13.93,88.87,1.34,0
6.85,235.0,30322.22,5.75,109.01,741.73,20.05,74.09,3.29,1
6.3,173.0,24744.4,10.94,219.17,136.25,6.96,25.76,3.28,1
5.89,156.24,26668.5,0.31,271.4,447.77,17.69,58.99,4.66,0
7.74,167.47,17054.91,3.08,385.94,465.69,29.48,49.06,3.1,1
8.53,138.14,26205.98,7.31,255.02,250.15,16.51,64.52,1.55,1
5.88,125.17,10279.02,13.17,345.73,120.78,27.97,105.74,3.29,1
7.45,186.27,40356.13,7.91,264.14,220.04,13.41,95.34,1.37,1
6.48,139.08,9695.96,13.95,112.24,689.16,29.97,19.24,1.82,1
6.61,143.24,4705.83,7.26,194.5,822.06,18.22,107.93,1.12,0
6.53,224.49,22094.18,7.36,272.66,989.38,3.18,61.89,3.05,1
6.31,293.08,33086.22,1.8,385.18,411.73,18.43,91.82,1.34,0
7.04,212.8,22166.98,12.04,357.74,639.44,9.69,25.4,2.88,1
6.34,96.94,14199.33,3.7,168.51,943.43,2.91,83.78,4.73,1
7.22,96.63,28129.47,13.49,166.03,250.34,24.98,36.0,3.88,0
6.96,289.31,17676.62,13.66,160.35,745.88,9.72,58.22,1.31,1
6.81,145.4,46676.95,14.15,376.75,779.48,24.3,11.85,1.9,1
6.27,100.25,46170.93,7.8,355.8,180.08,10.07,26.68,3.69,0
6.54,211.79,25367.41,10.16,332.47,875.12,7.44,20.13,4.58,1
7.6,217.2,16730.26,11.68,217.82,831.79,29.27,36.37,1.13,1
7.4,222.67,36988.05,1.97,251.31,130.06,12.13,21.0,4.25,0
6.22,138.83,2317.29,9.01,239.3,181.98,18.84,86.11,3.25,0
7.08,83.32,24001.07,0.51,176.02,144.21,19.08,13.19,3.18,1
7.6,292.3,17148.01,7.46,251.51,401.27,17.69,77.95,4.83,1
5.66,135.2,46066.53,2.32,109.15,558.36,27.61,25.48,3.99,1
7.43,228.73,1094.15,2.74,139.54,579.11,20.88,113.97,4.4,0
6.47,235.46,27864.34,5.48,365.98,340.9,13.3,112.64,2.42,0
7.46,214.2,37162.85,6.49,325.5,920.44,26.15,34.81,3.22,1
6.39,148.84,24508.39,9.35,226.86,431.44,7.07,77.59,3.46,1
5.56,139.64,4727.45,1.12,255.15,141.0,17.24,13.08,2.29,1
5.7,211.49,48636.84,7.56,211.0,370.2,28.62,112.5,3.28,0
7.04,270.54,26141.52,2.74,322.23,578.0,19.51,67.53,1.95,0
7.21,288.28,30902.22,8.61,335.26,467.4,24.88,14.75,1.57,0
6.28,103.3,12212.18,9.56,328.99,346.46,20.3,47.67,2.5,1
7.51,114.06,24433.16,8.35,316.78,218.19,25.5,18.45,3.96,1
5.67,287.84,21742.9,11.07,161.35,837.25,28.45,53.22,4.66,1
6.95,242.04,4207.34,5.03,201.39,996.53,9.64,83.69,2.83,0
6.03,274.26,5754.94,11.48,240.95,396.59,6.75,61.69,3.57,1
6.48,124.58,41954.89,6.49,199.24,443.46,15.55,52.21,1.41,0
7.04,209.27,12371.09,7.26,326.48,656.23,21.65,23.11,4.62,1
6.31,234.25,10150.43,9.72,198.81,746.6,8.36,36.94,3.27,0
6.69,229.62,25493.12,0.28,141.47,452.83,2.11,21.02,4.12,1
7.81,169.79,38552.98,9.81,219.71,914.44,11.6,98.82,4.18,1
6.54,83.39,3566.35,9.28,393.97,604.0,29.13,24.88,2.03,0
7.67,208.24,29051.99,4.65,167.76,505.35,21.46,75.49,3.12,1
6.1,135.68,6400.92,1.29,283.65,682.01,13.24,47.7,4.84,0
7.42,179.06,2304.82,1.36,229.89,957.52,7.39,34.86,1.36,1
8.15,290.67,3110.83,13.85,121.31,815.1,11.97,80.34,3.73,1
5.02,167.79,41791.12,10.34,246.36,136.01,6.76,60.27,4.85,1
6.36,264.76,6339.64,1.91,310.65,399.08,4.98,54.02,2.2,0
7.46,121.48,2734.99,5.35,253.97,523.49,27.39,75.21,4.45,1
6.84,227.94,22176.04,8.89,361.63,383.07,29.93,64.04,4.73,0
7.3,294.94,42277.68,12.53,186.68,730.17,6.6,43.38,3.99,1
6.52,102.42,13489.21,0.65,125.87,843.64,3.53,71.5,1.93,1
7.07,81.83,21374.77,3.55,380.97,758.21,11.23,83.64,2.34,0
6.88,175.39,2476.17,13.35,213.46,990.4,14.93,12.94,1.14,1
7.93,100.38,22729.39,0.14,272.92,345.29,7.73,61.25,4.33,1
7.2,244.64,29091.85,3.02,337.6,887.49,10.44,16.35,4.4,0
7.27,281.2,28759.9,14.39,197.29,789.96,7.62,30.5,3.53,0
6.67,175.48,16955.12,9.2,314.85,425.96,23.68,71.66,2.41,1
6.61,136.92,16118.89,3.93,140.63,760.71,21.95,105.28,1.31,0
6.65,175.57,5777.87,1.0,187.39,193.67,19.78,107.11,4.01,0
7.32,239.16,18656.52,0.42,143.41,810.4,12.84,17.69,3.91,1
6.66,81.99,5424.99,3.67,343.37,579.1,27.45,56.1,4.65,0
7.23,209.68,38446.5,13.22,166.79,363.06,29.15,74.13,3.92,0
8.66,214.92,48330.58,6.24,315.22,690.2,6.86,26.18,4.31,1
7.7,220.29,48518.69,10.81,382.99,677.46,8.24,94.2,3.98,0
6.74,133.24,43321.02,13.77,258.33,288.54,16.72,91.87,3.52,0
7.96,237.09,30239.21,6.12,262.01,127.36,4.56,109.37,2.71,1
6.67,100.11,35192.85,2.87,238.31,490.26,14.22,10.93,4.61,1
5.37,123.84,14617.69,7.76,197.77,612.56,18.29,33.84,3.6,0
6.19,273.04,31723.14,13.62,242.7,888.94,16.62,100.99,2.59,1
5.5,242.52,23054.65,12.07,280.84,935.4,11.27,83.76,1.33,0
6.72,83.02,24359.86,0.99,395.8,575.92,17.19,108.38,2.16,0
7.01,134.64,38009.94,10.39,381.33,778.42,28.85,16.29,3.17,0
8.34,127.17,14454.96,8.58,358.65,495.37,7.77,75.67,2.1,0
7.26,139.58,16242.96,13.61,366.74,771.47,20.34,72.6,1.88,1
6.82,134.46,46269.77,1.84,240.35,284.32,3.22,13.92,3.11,1
7.66,93.76,3283.1,8.01,297.23,433.96,3.86,66.49,1.68,0
5.23,180.97,24538.9,13.19,368.52,670.81,17.45,77.05,4.2,1
7.19,241.2,45683.64,6.15,217.89,116.34,4.94,31.04,2.94,0
7.62,213.48,30712.97,7.23,388.53,750.22,2.63,40.07,3.3,0
5.82,228.03,27547.15,1.06,224.74,851.98,6.8,80.44,1.59,1
7.92,97.85,12862.34,4.17,280.32,459.23,17.82,61.51,2.3,1
7.27,289.33,17492.14,4.87,312.94,503.15,21.69,104.38,2.64,0
6.67,264.47,42676.4,14.18,385.18,866.15,7.67,47.66,4.23,1
7.51,257.12,28181.3,4.24,173.38,798.09,20.71,39.33,4.08,0
8.82,261.06,25979.74,6.91,323.84,359.33,7.11,118.34,1.89,1
7.15,285.2,5429.2,10.07,256.24,391.58,19.18,110.22,3.46,1
7.2,199.74,1293.39,2.43,180.57,710.99,13.53,13.19,1.97,0
6.63,124.06,48202.42,7.3,332.98,606.88,20.31,94.78,4.95,1
6.32,215.69,19160.82,11.08,265.67,246.01,29.86,22.14,4.81,1
7.66,243.43,30359.05,13.0,298.29,378.94,28.26,13.02,3.25,0
6.32,242.34,4445.9,9.39,196.87,909.98,2.12,40.11,3.8,0
7.06,194.72,34314.16,10.04,244.38,719.36,26.79,39.63,4.21,0
6.62,95.06,46662.05,1.89,285.21,987.38,3.86,100.13,3.88,0
7.38,161.64,28995.43,14.19,221.47,790.31,28.69,88.17,3.8,0
7.27,282.57,6742.71,1.99,159.51,947.78,9.89,117.98,4.83,0
7.83,208.58,29295.22,11.62,388.49,294.57,12.7,88.27,3.39,1
6.59,198.43,38434.19,3.97,253.44,794.34,4.57,56.01,3.55,0
6.78,139.15,20617.62,14.0,320.18,118.2,5.14,86.88,4.4,0
6.22,161.06,44051.97,10.8,223.31,703.68,22.35,119.94,3.68,0
6.64,276.98,32609.81,11.31,206.54,522.35,28.44,88.12,3.93,1
7.3,226.62,45012.82,3.29,222.15,412.08,19.1,93.78,1.94,0
7.61,253.23,31363.51,6.65,222.76,876.16,22.04,113.22,2.49,0
6.26,179.96,6998.75,9.27,263.25,868.84,23.34,22.5,1.59,1
7.7,218.65,15829.74,11.55,263.04,120.07,9.36,87.53,3.02,1
8.08,134.64,10488.85,1.56,249.15,648.55,3.27,103.59,2.82,0
7.33,235.2,45486.91,14.44,140.44,431.05,2.05,114.98,4.99,1
8.5,174.07,38139.8,13.35,248.82,474.09,11.82,33.21,3.44,1
6.38,177.36,33981.72,4.06,150.73,848.84,8.76,65.43,4.15,0
6.0,222.85,15397.83,12.34,137.84,378.86,3.74,84.86,2.34,0
5.58,285.98,9610.22,7.77,379.79,948.74,7.03,37.22,4.33,0
8.2,94.08,37944.33,6.93,281.49,261.67,5.49,76.05,3.46,1
7.52,261.44,23970.82,4.72,297.85,696.45,27.62,38.33,3.79,0
6.96,144.32,11676.58,8.71,220.54,704.89,5.93,46.68,2.18,1
7.22,177.66,31022.79,10.95,372.69,326.98,17.05,58.57,3.19,0
6.1,84.82,2496.53,6.16,291.38,392.28,18.61,68.21,3.54,1
8.96,146.23,16645.43,9.44,330.75,851.32,17.22,59.43,3.36,0
7.1,190.58,23693.57,10.49,210.57,785.62,4.77,64.25,4.66,1
7.09,92.36,7823.94,10.67,388.0,396.19,10.93,42.84,4.59,0
7.58,188.04,49240.4,0.78,346.14,580.56,3.44,27.49,4.88,0
7.38,283.96,10850.32,12.9,356.18,155.51,13.08,15.21,3.67,0
7.18,103.19,6952.48,6.87,151.66,287.87,7.28,31.56,4.89,1
6.37,248.18,10574.98,3.94,181.29,537.24,17.73,74.01,4.33,1
7.38,170.13,38568.53,3.63,185.69,177.38,21.4,96.47,2.08,0
8.51,224.14,21562.53,7.25,181.27,859.0,16.9,28.62,2.71,1
8.08,137.25,28488.09,13.3,356.62,746.21,14.16,21.94,1.95,0
8.27,115.09,1539.95,5.68,109.57,949.27,12.85,92.42,1.02,1
6.59,115.3,2204.35,11.25,122.83,724.12,25.57,43.57,1.75,0
6.21,95.51,22568.36,1.45,182.17,946.36,8.14,114.66,1.02,1
6.9,120.84,40924.43,7.14,159.96,599.06,22.56,88.57,3.88,1
7.04,226.13,44319.32,14.88,169.56,640.2,23.21,45.94,2.7,1
7.88,273.97,4791.98,11.56,339.38,979.27,13.74,41.85,2.25,1
5.65,259.11,27148.97,3.16,268.94,677.92,10.32,67.61,4.05,1
8.22,230.73,45704.87,7.52,101.73,127.71,15.18,18.71,4.33,0
6.87,104.3,19704.65,3.5,228.8,751.42,4.61,22.94,4.9,1
6.66,143.62,41563.51,6.14,222.37,914.92,3.29,29.34,3.57,1
6.19,148.16,7117.93,11.7,134.18,816.02,5.12,95.22,2.85,1
5.68,134.99,46802.03,11.57,302.84,625.45,7.24,66.52,2.22,1
7.66,193.3,37695.45,3.42,310.63,704.17,16.12,11.16,1.89,0
7.06,197.82,47096.05,13.83,316.27,991.17,25.78,84.09,1.85,1
5.97,158.51,33992.55,8.89,318.54,181.6,8.6,56.61,2.64,1
5.96,157.83,18488.49,5.7,100.02,700.52,28.18,66.19,4.97,0
6.73,262.28,46939.97,7.53,386.18,355.06,28.74,33.55,1.0,0
8.34,253.64,14140.56,9.08,344.26,676.08,28.85,70.7,1.79,1
6.79,147.72,16942.54,8.4,371.19,646.86,25.45,117.71,1.75,0
5.8,281.03,35190.02,7.3,104.69,238.11,12.19,18.08,3.87,1
6.8,289.62,38383.16,7.57,380.16,286.07,4.04,41.23,2.41,1
6.78,151.88,46505.47,2.65,342.94,659.47,17.93,36.73,2.83,0
4.84,157.97,10637.72,12.19,351.17,215.41,17.64,37.34,1.59,1
6.96,191.24,40000.9,8.13,127.99,338.66,25.8,51.66,2.62,0
6.82,287.05,37058.03,1.97,321.63,851.72,29.89,99.99,1.41,0
7.56,272.79,3657.83,11.49,387.98,394.38,16.23,110.41,3.13,1
8.48,102.56,19667.55,13.99,303.56,539.25,11.67,32.24,1.39,1
7.9,166.4,14496.89,14.21,271.17,947.03,7.21,69.72,4.16,0
6.78,201.74,15572.28,5.54,383.69,304.43,2.13,80.06,3.27,1
6.11,190.69,49155.87,2.03,232.88,450.66,16.26,67.4,3.9,0
9.06,122.65,32317.48,7.78,279.79,645.81,17.55,57.75,2.67,0
7.05,268.94,36024.97,1.69,242.9,779.81,25.1,31.12,2.53,0
7.01,228.93,48842.57,14.01,379.85,911.49,16.13,63.7,1.39,0
6.98,264.34,19171.49,2.75,122.83,923.93,27.66,54.13,3.1,1
7.16,268.93,40191.09,3.79,250.34,798.98,19.59,97.51,3.06,1
6.88,244.64,22009.28,6.1,306.09,305.5,25.53,94.0,2.87,1
6.54,176.63,43541.92,5.75,337.57,122.33,6.15,24.74,3.96,1
6.56,214.32,9442.55,11.92,274.91,445.4,25.95,19.74,4.33,1
6.97,115.28,47410.47,6.84,372.68,227.39,20.9,109.9,4.0,1
6.57,228.2,11329.2,2.56,382.6,739.35,6.77,68.91,1.58,0
6.43,119.44,16647.92,4.01,119.3,695.02,7.31,104.36,3.49,1
7.09,232.67,37931.52,7.64,220.71,139.57,27.94,16.4,1.32,0
6.8,130.51,19990.88,2.21,107.04,852.93,2.9,67.92,3.78,0
8.2,105.86,30606.46,9.17,198.82,323.87,14.95,69.34,2.53,0
4.88,116.36,22506.39,8.49,261.06,489.0,10.78,104.68,1.53,1
7.87,80.44,37247.31,10.72,373.24,701.14,20.62,20.74,4.45,0
8.0,238.12,11802.4,14.07,353.97,486.48,25.51,36.45,3.46,1
5.34,241.13,3393.67,13.68,138.25,497.16,12.09,54.72,2.42,0
6.73,193.29,15346.51,14.19,127.91,159.07,13.95,105.24,1.12,1
6.7,115.5,23978.28,3.67,276.78,461.3,29.49,113.28,3.15,1
5.87,98.38,8816.99,1.97,259.64,788.36,23.95,119.2,4.69,1
6.38,84.21,18062.47,4.53,179.91,923.66,27.12,115.51,3.39,1
6.11,116.46,20299.16,13.43,369.84,472.15,14.29,10.65,4.89,1
8.4,275.99,3340.9,14.58,378.21,481.23,8.55,15.25,1.55,0
7.75,133.14,29373.71,12.89,220.78,732.36,13.53,26.24,3.27,1
8.02,157.94,44275.0,1.65,367.09,948.49,22.05,48.37,4.19,1
7.58,103.18,8011.27,14.21,215.18,340.35,5.06,101.29,3.1,0
6.1,128.92,30091.5,6.35,321.05,496.13,9.57,108.19,1.36,1
6.58,194.23,33404.59,0.14,242.78,816.38,3.31,30.55,3.33,1
7.39,213.71,21257.07,6.64,136.77,648.72,14.11,78.16,3.45,1
6.02,133.98,35204.33,0.69,378.38,199.53,25.17,110.91,3.91,1
7.57,92.7,20831.21,8.16,236.23,664.96,2.69,61.01,4.04,1
6.81,166.03,25479.55,5.08,320.35,268.07,20.91,21.39,4.08,0
6.7,131.52,863.98,7.1,210.15,559.19,28.11,60.36,3.65,1
7.57,128.3,34740.15,9.2,105.66,576.19,8.63,51.34,1.86,0
7.36,291.17,33236.46,13.03,130.16,888.58,21.42,73.54,2.62,1
6.71,215.59,2400.84,9.93,248.87,516.24,29.3,58.25,4.1,0
7.93,202.51,18728.38,6.51,306.99,351.5,28.94,11.91,4.81,0
6.14,171.47,48962.08,12.29,200.42,307.87,8.58,119.34,1.32,0
7.49,174.37,21326.46,13.58,308.65,886.83,4.81,69.79,3.14,1
7.47,199.0,25346.3,1.8,309.59,253.91,6.15,62.1,2.25,1
6.75,233.21,45541.54,7.98,311.18,483.28,21.66,115.01,1.9,0
7.26,234.47,36004.46,4.27,247.76,268.46,22.32,27.14,3.02,1
6.0,117.77,29312.47,0.71,374.47,795.97,20.88,30.82,3.42,1
7.74,190.02,39991.33,10.03,246.76,526.94,11.41,98.88,1.04,0
6.85,170.63,43286.13,12.94,235.08,416.03,6.75,38.69,4.12,1
6.58,271.52,23115.96,2.44,159.81,424.99,18.26,97.91,4.28,0
7.84,218.91,24017.86,12.19,192.3,866.99,15.54,39.87,4.86,1
6.44,197.15,19609.52,12.8,112.7,598.4,22.41,13.65,1.72,0
5.87,105.39,48351.95,13.72,290.06,746.08,14.36,66.87,3.38,1
5.75,213.24,35009.73,3.98,174.56,907.33,11.48,31.64,2.71,1
7.48,105.78,4619.54,13.56,191.25,911.57,10.22,93.36,2.34,0
5.98,154.19,43216.5,4.81,331.24,395.66,7.92,80.53,3.26,0
8.4,111.43,24287.72,8.29,198.17,957.21,9.44,111.6,4.13,1
5.33,232.26,3903.32,0.76,172.66,122.39,4.66,96.13,1.09,0
8.36,125.38,27711.0,0.66,150.72,439.15,11.71,29.89,4.88,0
7.17,166.21,21149.63,10.81,332.46,906.22,3.02,98.02,4.24,0
6.92,277.05,43948.6,6.67,138.91,347.17,7.22,80.59,4.0,0
6.56,124.95,10597.73,3.84,236.13,345.77,22.91,83.58,4.04,0
